id,slug,name,datereleased,yearreleased,background_image,rating,metacritic,playtime,platforms,genres,description
11838,ubermosh,UBERMOSH,2015-08-13,2015,https://media.rawg.io/media/screenshots/80f/80f2938a1160c6c6894b498cbf15803d.jpg,2.76,,3,"PC, Linux","Action, Indie","""UBERMOSH is an arcade game about cutting bullets with a sword, in a gun-filled cyberpunk mosh pit."" Like a pinball table or a coin-op arcade machine, UBERMOSH was made to give you a shot of adrenaline in a couple of minutes. Each time you play a new level is generated for you to beat your score in 90 seconds."
11839,pathologic,Pathologic 2,2019-05-22,2019,https://media.rawg.io/media/games/c4a/c4a948e3d1ab733f21641844c6df3e43.jpg,4.06,69.0,4,"PC, PlayStation, Xbox","Adventure, RPG, Indie","Pathologic 2 is an open world survival horror game set in a town that’s being consumed by a deadly plague. Face the realities of a collapsing society as you make difficult choices in seemingly lose-lose situations. The plague isn’t just a disease. You can’t save everyone. Get to know it, winning the affection of the locals and gaining allies, or try to carve your own path alone. Explore the Town, its inhabitants, and their traditions; fight both the plague itself and its victims; try to make a difference before the time runs out. Figure out who killed your father while fighting a deadly plague. Find your alleged twin sister. Was she the one who had brought the plague to this town? The local kids are hiding something. Try playing by their rules. You only have 12 days. 12 days in an odd town ravaged by a deadly disease. Time is of the essence: if you don’t manage it carefully, it’ll simply run out. You’ll have to choose how to spend the priceless minutes you have. Survival thriller. You’ll have to manage your bodily functions, offsetting hunger, thirst, exhaustion, and so on. But it doesn’t boil down to scavenging resources. Surviving on your own is hard; you’ll have to win over allies. An uphill battle. Managing your bodily parameters may seem bearable at first, but as time goes by, it becomes harder and harder. Your own body is only waiting for an opportunity to give up and betray you. Things are changing from bad to worse and the odds are stacked against you. A duel with an enemy you can’t kill. Your main foe is the plague itself, an incorporeal and malevolent entity that you have to defeat… without having the means to. It’s more powerful and more treacherous than you can imagine. Loot, murder, mug, steal, barter, beg… or don’t. You need resources to survive, but it’s up to you how to obtain them. The fights are short, ungraceful, and vicious. They don’t have to be lethal though. Many people—yourself included—would prefer to exchange their wallet for their life."
11845,infestation-the-new-z,Infestation: The New Z,2016-11-22,2016,https://media.rawg.io/media/screenshots/132/132fce51a93d6c0ef8ee71ff3ee3ceb3.jpg,2.15,,1,PC,"Action, RPG, Massively Multiplayer, Indie","Infestation: The New Z is an official, massive re-work of Infestation: Survivor Stories (previously released as The War Z). Experience a massive open world shooter featuring a dynamic player vs player experience in different game-modes and worlds. Enjoy frequent updates, community involvement, a wide selection of skins, highly optimized anti-cheat and much more. Infestation: The New Z started out as a small project based on the original title Infestation: Survivor Stories.. A group of original players came together with the goal to re-work the entire game - creating the best infestation experience yet.GAME FEATURESDynamic GameplayPlay with friends, scavenge for loot and fight other players. Experience the open worlds and travel around on foot or with cars to loot, kill zombies and meet other players. Enjoy different game-modes, trade your loot in the lounge, join the warm-up servers before entering the pvp-servers or fight to the last man standing in our new exciting “Battle Royale”-mode.MLG ANTICHEATEnjoy a fair game experience thanks to our unique “MLG Anticheat” - highly optimized and originally developed for the Infestation engine.OPEN WORLDEnjoy one of the best open-world experiences ever created. Loot and fill up your global inventory with a large variety of items, such as guns and armor. Choose between a wide selection of maps and join. The open world offers the following server types: Official servers feature the big explorable maps, containing many cities and small towns., including a separate lounge server where players can trade their items. PVP-servers offer a selection of small maps where players compete in close combat action to kill and loot other players. Join a warmup-server and practice your competitive skills without the risk of losing any items. Upgrade your account to Premium and enjoy the exclusive Premium servers. Our beginner servers offers our new players to learn the game, facing players with less than 1 hour playtime. Wanna play in private or with friends? Rent your own password protected private server and play the game your own way! BATTLE ROYALEExperience our unique Battle Royale-mode, where the target is to be the last man standing. Survive by finding guns & items, conquer random airdrops, kill zombies & other players, and make sure to stay out of the expanding radiation zone. Be the last player alive to win.OTHER KEY FEATURES Combination of First Person and Third Person Perspectives. Personalize your inventory with our skin system. Skin boxes and skins can be bought or be looted in game servers. Easy to start! Loot is common and it takes a small amount of time to get into this game. Players can access their Global Inventory in various safe zones spread around the worlds or by entering the main menu. Drive around in cars to get to another location faster, cars can be picked up and stored for later use. You can easily find your friends using our friend system. Create your own clan and fight with your clan-members against other clans. Discover a huge variation of items, weapons, skins, melees, armors & more."
11852,wakfu,WAKFU,2014-09-18,2014,https://media.rawg.io/media/screenshots/0a2/0a290bb05ca0d2d0621e70f231a86335.jpg,2.97,76.0,2,"PC, Apple Macintosh, Linux","Adventure, RPG, Strategy, Massively Multiplayer","Wakfu is a turn-based MMORPG developed by Ankama games. This is an indirect sequel to 2004 game Dofus. Setting The game takes places in the same universe as Dofus but in 1000 years after the events of the previous game. The player must defeat an ogre named “Ogrest” which presumably made the world flood. Gameplay The game follows a player-created avatar, which can choose one of eighteen classes available in the game. Each one has several unique abilities not available to other classes. Unlike other MMO RPGs, the player gets all of the classes’ abilities from the start and can only strengthen them as they progress. After completing early sections of the game, the player can also join one of many in-game nations. The nations control parts of the world and are ruled by the real-player governor. The governor can appoint up to seven other players to run his administration. Each nation has its laws that can be changed by the governor. Players that break the law become outlaws and can be killed by other players without any penalty. Like in other MMORPG, character progression depends on the experience they get. To get new levels, players can complete the quest, fight mobs and explore the dungeons. The combat in Wakfu is turn-based and incorporates some elements of tactical role-playing games."
11859,team-fortress-2,Team Fortress 2,2007-10-10,2007,https://media.rawg.io/media/games/46d/46d98e6910fbc0706e2948a7cc9b10c5.jpg,3.68,92.0,9,"PC, Apple Macintosh, Linux","Action, Shooter","TF2 is an objective based arena shooter with unique characters, representing different classes, acting as a staple of casual and competitive gaming for Steam. Dozens of different maps and game modes are trying to keep this game alive, after all the years it was available. Each character has a vast arsenal that can be accessed through completing in-game achievements, randomly receiving them from loot-boxes within the game, crafting them or just buying and trading items on the Steam Market. For players, that's not into the direct clash with players from the enemy team, Team Fortress 2 introduced a PvE mode, which is wave defense from the mirrored robotic opponents that have qualities of some of the playable classes. Every update and introduction, made over years, provided a lot of entertainment In the form of comic books an short animated videos, creating and explaining a story behind endless clashes for resources, briefcases or pure domination."
11887,hero-siege,Hero Siege,2013-12-18,2013,https://media.rawg.io/media/screenshots/71c/71c015df012029897e87ac00b7a8de4c.jpg,3.35,,4,"PC, Apple Macintosh, Linux","Action, Adventure, RPG, Massively Multiplayer, Indie","Hero Siege is a Hack 'n' Slash game with roguelike- & RPG elements. Annihilate hordes of enemies, grow your talent tree, grind better loot and explore up to 7 Acts enhanced with beautiful Pixel Art graphics! This game offers countless hours of gameplay and up to 4 player online multiplayer! We developers are interested in your feedback. So if you choose to get the game see you on the forums! - VexorianIn the depths of Tarethiel a group of monks united the four pieces of the brimstone talisman, waking up the slendering demons below... The Act was fortold in the Ancient Book of Revelations and that Satan would raise from Hell to rule the earth... Someone needs to stop him or else the mankind will soon face extinction!- ONLINE MULTIPLAYER with up to 4 players!- Randomly generated levels, items, dungeons, bosses, secrets and events. Every game session you play is different!- Over 170 unique crafted items that are either passive, usable or orbiting.- Over 80 different enemies with the possibility to spawn as rare or elite with extra hp/damage and abilities, but dropping better loot and giving more exp!- Over 30 Achievements to unlock!- Customize your character with over 60 different hats!- 4 Acts to play through! Extra acts come with Expansion sets!- Random Dungeons and Crypts to explore and clear from loot and enemies!- 7 playable classes! Extra classes come with Expansion sets!- 6 different difficulty levels to unlock!- Tons of random! Start discovering all the wonderful secrets and content!- Loot system with: normal, superior, rare, legendary, mythic and satanic loot!Hero Siege has full controller support!"
11890,n-nplusplus,N++ (NPLUSPLUS),2015-07-28,2015,https://media.rawg.io/media/screenshots/6f9/6f9348edd93d9c25d6cc4ed2659703a6.jpg,4.11,90.0,3,"PC, PlayStation, Xbox, Apple Macintosh, Nintendo","Action, Puzzle","N++ is a fast-paced, momentum-based platformer about darting around obstacles, narrowly evading enemies and collecting gold in a beautiful minimalist landscape. It’s the first N game on PC since 2004 and we’ve spent those 12 years perfecting the platformer. N++ is all about using your momentum to complete levels and get high scores, but in this sci-fi world, there’s a slew of inadvertently homicidal enemy robots trying to prevent you from completing your goal. Through the hand-crafted (NOT procedurally generated) levels, you’ll experience platforming at its most intense. Using only your fluid movement, you need to ‘solve’ each level and get to the exit. In addition to the lengthy and challenging single player campaign, we’ve packed a ton of features into this one last entry in the N series including: -4,340 hand-made levels -Custom Levels, Level Editor & Global Level Sharing -Leaderboards and replays for every level (even the ones you make) -Local Co-op Mode (up to 4 players) -Local Competitive Mode (up to 4 Players) -Hardcore Mode, an intense single-player challenge which only the best ninjas will survive -Intense, hidden Secret challenges to discover -63 tracks by top electronic artists -119 different color palettes let you customize the game’s look and keep it fresh every time you play -and more! Play a little, or a lot -- there's no skill ceiling, so you can always get better and better. N++ is a game that has enough bite-sized gameplay to last you a lifetime."
11936,half-life-2-deathmatch,Half-Life 2: Deathmatch,2004-11-01,2004,https://media.rawg.io/media/games/ec3/ec3a7db7b8ab5a71aad622fe7c62632f.jpg,3.28,,1,"PC, Apple Macintosh, Linux",Action,"Upon the release of Half-Life 2 players were greatly disappointed in one thing, and that’s the lack of multiplayer. Granted, single-player campaign of Half-Life 2 was impressive, but weapons that have been demonstrated in it made players curious. They questioned if the experience was complete because the first Half-Life included multiplayer mode from the beginning. Valve took the criticism and published Half-Life 2: Deathmatch – multiplayer only addition, based on the main game, which was a separate product, distributed on Steam. The game includes two major modes, which are Deathmatch and Team Deathmatch. Both modes have similar rules. Players must kill as many other players as possible, to gain points. Player or team with the most points win, and points are retracted for self-killing and team killing. Players can expect fast-paced matches with instant respawns."
11941,labyronia-rpg,Labyronia RPG,2015-08-14,2015,https://media.rawg.io/media/screenshots/8f5/8f5fc58659059747db22061aef78545c.jpg,1.89,,4,PC,"Action, Adventure, RPG, Strategy, Simulation, Sports, Racing, Casual, Indie","Labyronia RPG is a role-playing game developed using RPG Maker software. Setting The game takes place in fantasy land. 50 years before the events of the game, the land was plagued by war. Four wizards created a magic device to prevent armies from fighting. The device is known as Pedant of Labyronia — it reshaped large parts of the world into mazes. However, this had awful consequences thus its spawned hordes of monster that invaded the world for long years. Plot and gameplay The game follows young wizard Arres. As a player, you have to a player you have to guide him through for temples of elements which would give you the power to vanquish the monsters. The gameplay shares many similarities with other RPGs made with RPG Maker. According to developers, Labyronia’s visual style, story and battle system are heavily inspired by classic RPGs of the 16-bit era such as Final Fantasy VI, Chrono Trigger and Dragon Quest series. The player can for a party of several characters. The battles are turn-based and require strategical usage of attacks, items, abilities as well as knowledge of enemies’ weaknesses. The player can explore dungeons for new items, money and “cues” – individual objects that teach your characters new abilities and spells. There are several towns and settlements in the game in which you can interact with various NPC, buy items and gear."
11970,star-wars-jedi-knight-jedi-academy,Star Wars Jedi Knight: Jedi Academy,2003-09-16,2003,https://media.rawg.io/media/games/7e8/7e8890a662539b1bdefcf57409aef765.jpg,4.33,81.0,2,"PC, PlayStation, Xbox, Apple Macintosh, Nintendo","Action, Shooter","New students are arriving at Jedi Academy on distant Yavin IV but unknown enemy shots down their shuttle. As soon-to-be Jedi approach the Academy on foot they stumble upon two stormtroopers and Dark Jedi that seems to be the reason for the calamity. The game is the sequel to Jedi Outcast and a part of the series of Jedi Knight RPGs from Raven Software. It continues the tradition of sparkling third-person action gameplay adding new stuff to destroy, new missions to complete and vehicles to drive. A player is granted an opportunity to create own character, customize its appearance, choose lightsaber and learn the way of The Force. Jedi Academy heavily emphasizes its multiplayer capabilities: there are more than 20 arenas and 6 different play modes to fight your friends and foes that keep gamers playing it even today more than a decade after its release. At its heart is modified Quake III Arena Engine and through the years the game gathered around itself a unique community of fans that mods the jack out of their beloved Jedi Academy."
11971,space-rangers-hd-a-war-apart,Space Rangers HD: A War Apart,2013-03-15,2013,https://media.rawg.io/media/screenshots/668/668f9447327be622f82dc90ef9d24ac8.jpg,4.39,68.0,5,PC,"Adventure, RPG, Strategy, Simulation","The reimagined classic A remastered version of the classic space strategy in real time from three studios: SNK Games, Katauri Interactive and original developers from Elemental Games. The first game of the series was released in 2002 but almost did not find fans outside of its region of release. The gameplay is often compared to games like Elite and Star Control 2. Space Rangers HD: A War Apart is an improved version of the second part of the Space Rangers, which includes all the additional content for the game, and a completely new one. The publisher of the game was the company 1C. Key features The player takes control of the pirate ship, which occupies the lowest step in the hierarchy of space bandits. The main task is to get to the top. To do this, you will have to carry out missions and learn new details about the mysterious leader of the organization. He is the enemy of the Coalition of sentient species. All actions of the player influence the virtual world and the decisions made change the ending of the game. In the updated version of the game, new graphics are available: players now have the ability to play in resolution up to 1920x1200. Developers also added new storylines and fifteen new tracks to the music library of the game. Like the original game, Space Rangers HD, it was positively received both by longtime fans of the series and by new players. Critics also spoke positively."
11972,move-or-die,Move or Die,2016-01-21,2016,https://media.rawg.io/media/games/223/223cd610a1b8a36e4e7f067ede24bd41.jpg,3.7,80.0,3,"PC, PlayStation, Apple Macintosh, Linux","Action, Indie","Free DLC Forever & ModsOur idea of an awesome game is a constantly updated one. So we plan to release regular content updates, consisting of new game modes, characters, levels and even new mechanics, completely FREE of charge! Here are some examples. On top of that, the game is mod friendly and has a level editor as well as Steam Workshop support, so you can browse through awesome content made by fellow players like you! After all, the game's initials are MOD. Check out our modding wiki for more info. Acerca del juego20 seconds, constantly changing mechanics and a lot of yelling. These are the keywords that perfectly describe a round of Move or Die, the 4-player friendship ruining party game where rules change every single round. Slap your friends’ controllers out of their hands while playing on the same couch, challenge players online from around the world or pretend to practice offline with AI bots. Select what game modes you want to play from an ever-growing list of developer and community-generated modes, each with their own outrageous mechanics and level design crafted to promote hours of good old friendship-ruining fun. Play online to gain XP and level up, unlocking awesome characters and game modes in the process, or try to work your way up the daily challenge leader boards where players go against AI bots in survival-like matches. As its name suggests, Move or Die forces players to take action. In fact, not moving literally makes your character explode. And, with just 20 seconds per round, Move or Die is a quick game to pick up, but a hard one to put down. 4-Player Local/Online Multiplayer and Offline Practice Modes Play as one of several outrageous characters on the couch with friends, online against people from around the world or battle devious bots offline. Game Modes Galore Choose from a huge and always increasing variety of hilarious game modes like Jump Shot, Chainsaw Backstab and Rocket Run, each with their own unique mechanics and level design. Easy-to-Learn, Fast-Paced Fun Move or die...literally. With not moving resulting in your character exploding and only 20 seconds per round, Move or Die is quick to pick up and incredibly fast-paced. Leveling-Up System Acquire crazy skins for your character and unlock new game modes as you squash your opponents online. Daily Challenges and Missions Work your way up the leader board and earn bonus XP by completing challenges and missions that change every 24 hours. Regular Content Updates New content, including game modes, characters and new features will be added on a regular basis to keep Move or Die’s friendship-ruining-o-meter high. MOD Friendly and DRM Free Build your own characters, game modes, mechanics, levels, soundtracks and more. Includes Steam Workshop support, as well as a super user-friendly level editor. DLC Free...Always Everything in the game can be unlocked for free, no paywalls. No bull$#%&. Period. Striking Graphics and a Killer Soundtrack Get your blood pumping with vibrant 2D graphics, as well as a heart-thumping soundtrack by Jacob Lincke. Check it out on Bandcamp! Controller and Keyboard Support Play with one or 4 controllers, a keyboard, a DDR pad...or...the guitar and drums from Guitar Hero. Your choice. Although, we recommend a controller :D"
11973,shadow-of-mordor,Middle-earth: Shadow of Mordor,2014-09-30,2014,https://media.rawg.io/media/games/d1a/d1a2e99ade53494c6330a0ed945fe823.jpg,3.9,85.0,13,"PC, PlayStation, Xbox, Apple Macintosh, Linux","Action, RPG","Lord of the rings franchise brought a new title to the collection, an open world action-adventure game, that follows Talion, Gondor captain, that survived the sacrifice that was meant to bring the Elf Lord Celebrimbor as a wraith. Losing his wife and his son, Talion is merged with Celebrimor, escaping death. Players will have to gain EXP in order to upgrade abilities through completing various missions and defeating Uruk warlords. Some missions might require special conditions for the greater reward. Shadow of Mordor implemented the Nemesis System. It tracks the progress of every special Uruk warrior. Each special Uruk has a set of strengths and weaknesses, and players can assassinate higher ranked officers in order to promote easy to defeat Uruk to defeat them at a higher rank, weakening the Sauron’s army. This planning allows players to adapt, and use mechanics of stealth kills, ranged combat, wraith skills and head-on melee more effective."
11974,mark-of-the-ninja,Mark of the Ninja,2012-09-07,2012,https://media.rawg.io/media/games/b17/b17485d757ca36b5f1ad376b6b096885.jpg,3.99,91.0,5,"PC, Xbox, Apple Macintosh, Linux, Nintendo","Action, Indie, Platformer","Mark of the ninja is a side-scrolling stealth-action. The game follows an unnamed ninja who is tasked to revenge a private military company that attacked ninja’s clan dojo. The gameplay can be described as a mix of 2D platformer and stealth-action. Throughout the whole game, it is much more useful to neutralize enemies silently. The ninja protagonist has different abilities and tools which allow him to kill enemies from hiding spots, distract enemies, slow them down, and so on. They can be unlocked in exchange for honor – points that you get for performing different types of silent kills, completing tasks, challenges, finding collectibles. The enemies are sensitive to sound, they interact with each other and can be terrified if the witness an assassination of their allies. There are different types of collectibles in the game and few secret challenge rooms in each level. Usually, they consist of some puzzles which can be solved by using the ninja’s unique abilities and items."
11975,star-wars-jedi-knight-dark-forces-ii,STAR WARS Jedi Knight: Dark Forces II,1997-09-30,1997,https://media.rawg.io/media/screenshots/841/841b827812b7e2bf8b00cd200f35406d.jpg,3.71,91.0,1,PC,"Action, Shooter","Dark Forces™ set the industry standard for first person action in the Star Wars® universe. Now Jedi Knight: Dark Forces II picks up where the award-winning game left off...with even more features and firepower in dazzling 3D graphics. As Kyle Katarn, you must acquire the lightsaber and learn the ways of the Force to become a Jedi Knight. Confront old foes... Greedo, Boosk, stormtroopers. And new enemies... seven dark Jedi who plan to harness the power of an ancient burial ground for unsurpassed evil. But take heart, your 10 weapon arsenal and over 12 Force powers make you a force to be reckoned with. Single or multiplayer gameplay over modem, network or Internet. 9 multiplayer levels All new realistic 3D environments with animated 3D characters in 21 heart-stopping levels Encounter seven dark jedi, each possessing unique powers Compatible with many 3D graphics cards Intense Star Wars action in an all-new story fraught with danger and adventure - do you take the quick and easy path as Darth Vader did or do you take the patient route to Jedi Knighthood? If you choose the light side: Train to become a Jedi Knight - master the elegant Lightsaber and learn four special apprentice abilities Use exclusive light side powers: healing, persuasion (for the weak-minded), blinding and absorption Or be tempted by the dark side: Use your Jedi Knight training and apprentice abilities to become an agent of evil Use exclusive dark side powers: the grip (used if there's a disturbing lack of faith), Force throw, energy bolts and destruction"
11984,skill-special-force-2-shooter,S.K.I.L.L. - Special Force 2 (Shooter),2015-05-19,2015,https://media.rawg.io/media/screenshots/9ce/9cedf673d6329ecbb4a542aae4980861.jpg,2.29,,2,PC,"Action, Adventure, Strategy, Sports","S.K.I.L.L. - Special Force 2 is a fast-paced, action-packed shooter based on the Unreal Engine 3. The game features a wide range of game modes, tons of maps and a huge selection of weapons.The game comes with regular content updates including new maps, game modes, weapons and other improvements!Key Features:Over 20 maps covering a wide range of locales, spanning everything from deserts through to winter landscapes.A ton of game modes – including PvE modes and the unique Hero mode:Single DeathmatchTeam DeathmatchAI Team DeathmatchBlastingSeizureEscapeHardcore (increased damage, no HUD)SurvivalDefenceHeroand more…Cool weapons to suit every playing style – from pistols through to heavy machine guns.A plethora of options to change the appearance of your character and weapons.Special clan features: weekly rankings, clan logo designs, and of course T-shirts so you can show your allegiance in the game!eSports: The game's fast and competitive nature makes it perfect for eSports competition, with Gameforge providing full support to the community, e.g. with the specially dedicated area on the official S.K.I.L.L. website."
12018,star-wars-jedi-knight-ii-jedi-outcast,Star Wars Jedi Knight II: Jedi Outcast,2002-03-01,2002,https://media.rawg.io/media/games/0a5/0a56e2bb9ce95359e69ff9689c553a45.jpg,4.19,89.0,1,"PC, PlayStation, Xbox, Apple Macintosh, Nintendo","Action, Shooter, Adventure","The Legacy of Star Wars Dark Forces™ and Star Wars® Jedi Knight lives on in the intense first-person action of Jedi Outcast. As Kyle Katarn, agent of the New Republic, use your Lightsaber and the full power of the Force to combat a new evil plaguing the galaxy. Wield over 8 Force abilities including the Jedi Mind Trick, Force Lightning and Force Grip. Choose wisely from an arsenal of 13 weapons including disruptor rifle, thermal detonators, trip mines and Wookiee bowcaster. Play on-line with 2-32 players or against a variety of AI Bots - and gain an additional 7 Force powers. Test your skills in 24 single-player missions and in 6 different types of multiplayer games including Jedi Master, Holocron, Capture the Ysalamiri, Duel, Deathmatch and Capture the Flag. Interact with legendary Star Wars characters such as Luke Skywalker and Lando Calrissian (featuring the voice of Billy Dee Williams as Lando.) Developed by critically acclaimed Raven Studios and powered by the Quake III Arena engine."
12019,battleblock-theater,BattleBlock Theater,2013-04-03,2013,https://media.rawg.io/media/games/388/388935d851846f8ec747fffc7c765800.jpg,3.84,85.0,5,"PC, Xbox, Apple Macintosh, Linux","Action, Adventure, Casual, Indie, Platformer","BattleBlock Theater is a platform game developed by The Behemoth. The player was aboard the S.S. Friendship when the ship encounters a heavy storm that causes the ship to crash into a strange island. After the player awakens, no ship's crew members seem to be around. Moreover, it is revealed that the crew is held prisoner by cats that force the crew members to act out deadly performances in the cats' theater. The player has to pass all the levels in order to save Hatty Hattington, the best friend to one and all. There are two game modes featured in BattleBlock Theater: Adventure Mode and the Arena. Adventure Mode resembles the game's campaign, which can be played alone or in co-op. There are multiple chapters in this mode that consist of several levels. In order to unlock the next chapter, the player has to get a certain amount of gems and pass the ""Boss Level"" which is a usual level but with a time limit. Players have the ability to collect balls of yarn in order to buy new equipment from cat guards. Arena Mode is a competitive game mode for 2 to 4 players. Players take part in various mini-games to score the most points for their team and win the round."
12020,left-4-dead-2,Left 4 Dead 2,2009-11-17,2009,https://media.rawg.io/media/games/d58/d588947d4286e7b5e0e12e1bea7d9844.jpg,4.09,89.0,9,"PC, Xbox, Apple Macintosh, Linux","Action, Shooter","Cooperative survival continues with a different set of characters. New survivors are making their way through 5 campaigns with an added ability to play through the story of the first game as well, using not only expanded arsenal of 20 ranged and 10 melee weapons but improved AI Director. Your surroundings and weather will change; enemy and item placement will differ from map to map, from difficulty to difficulty. New unique special zombies, placed in the unlucky for the player spot, can end your run. High compatibility with community mods will allow you not only to add user-created maps but player models, enemy models, and even in-game music, which will help any player to create the unique experience on top of solid game mechanics. Competitive multiplayer mods from arena survival to a head-on competition with another team of survivors are addictive and, in addition to the campaign, will provide you with hundreds of hours of game content."
12022,kings-bounty-the-legend,King's Bounty: The Legend,2008-04-24,2008,https://media.rawg.io/media/games/1aa/1aa082df2dbde6940e9ccbee4aac0feb.jpg,4.18,79.0,3,"PC, Apple Macintosh","RPG, Strategy","This spiritual successor to the 1990 King's Bounty revived the franchise and spawned a series of sequels. The plot is set in a fantasy world of Endoria, in the kingdom of Darion, and does not continue King’s Bounty. The protagonist is a rookie hero who offers his services to Mark, the king of Darion, and is to become his Royal Treasure Searcher. The player’s goal is to complete quests that will earn his or her character the titular king’s bounty, be it gold or a rank in nobility. Unlike the original TBS game, The Legend combines tactical gameplay with role-playing elements, such as character classes, experience, and a tree of skills. Your class (warrior, paladin, or magician) is assigned automatically based on your actions in the tutorial mission. There are also dialogues, character interaction, and even romance options than allow your character to marry and have children. The player explores the world’s map in real time, like in most RPGs. The combat system, however, is completely different. During battles, the player controls not the hero, but the hero's units, the number of which depends on the character’s “Leadership”. Battles are turn-based and are fought on a grid of hexagonal tiles, just like in the related Heroes of Might & Magic series."
12030,szone-online,sZone-Online,2015-12-29,2015,https://media.rawg.io/media/screenshots/f69/f697eb040835dbcef9e23fee3926a066.jpg,1.98,,1,PC,"Action, RPG, Massively Multiplayer","This is a story of human pride. Time is at hand when, in their utter desire to study the world, people will start destroying it. Tests of high-energy heavy particles accelerators will result in billions of microscopic black hole rupturing the structure of time and space. This will become the point of no return. A counter-strike from nature itself will follow and the Earth as we know it will cease to exist.This is a story of human strength and true heroes. Three generations after the apocalypse, not only did humankind survive in the man-made hell – it continued to develop. Gradually, the infrastructure restored, wars stopped, people were returning to normal life. However, the crippled nature was barely starting to fight back...So-called anomalous activity zones started appearing all over the planet, like terrifying scars left by the man-made catastrophes. The vast territories of post-apocalyptic world live their own life, which looks like nothing you have seen before. Bloodthirsty mutated monsters, inexplicable phenomena, mysterious anomalies are but the tip of the iceberg.One of the Zones was formed in the vicinity of Ukraine, in an area combining the unmistakable atmosphere of Soviet times and the fast pace of modern life. In order to contain the dangers of the Zone, the government decided to fence the perimeter, and introduce quarantine in the area. Local residents found themselves trapped and left to their own devices. However, forbidden fruit is always the most enticing. And this was when the ""stalkers"" came in. Mystical artifact hunters, former military men, explorers, adventurers, armed gangsters, mafia and just those who love getting away with shooting live targets – they swarmed in like locusts in Egypt to lead mortal combat with monsters and humans alike.This is a story about YOU. There is a non-stop battle between stalkers' clans, between aliens and locals. You can support any side or remain a free shooter. You can give a dota tion to your mates as a leader or take every loot to yourself. And if you don't want to lose your life in a proxy war, there is a PvE server and safety zones. You can shape your own story in the Zone.Who will you become?Over 40 square kilometers of lands to explore, from closed science villages and abandoned military facilities, to the forests of Tunguska and snowy deserts of Terra Nova.Deadly mutants, anomalies and hundreds of main story quests.Huge choice of artifacts, gear and weapons.Repair broken things or assemble new gear from scratch.Improve dozens of skills and abilities.Be a doctor, a scientist, a hunter, a soldier or an engineer. Take part in mass PvP, bring death or salvation to those around you.This is the Zone. Come to hell and make it your home."
12032,kings-bounty-crossworlds,King's Bounty: Crossworlds,2010-09-17,2010,https://media.rawg.io/media/games/639/6397bb4efeaef93416b35e905a3a18c1.jpg,3.88,78.0,2,PC,"RPG, Strategy","The king’s heroes The Russian approach to the game King's Bounty released on the largest platforms back in the 1990s. The series is often compared with the universe of Heroes of Might and Magic, but the gameplay and other differences (for example, the lack of a turn-based movement around the game world). But games have one publisher - New World Computing. The Russian way In March 2007, the Russian company 1C bought the rights to use the trademark and game universe of King's Bounty. The development was entrusted to the Vladivostok studio Katauri Interactive, which are known for the series of games Space Rangers. The game takes place in the fictional world of Endoria. In 2009, there was an add-on for the main game under the name of Armored Princess, and apparently, because of the love of Russian to matryoshka, the company decided to release another add-on to the add-on of the original game. The plot The action of Crossworlds takes place in the world of Teana. The player takes control of Princess Amelie, as in the previous game, and guides her through two independent story campaigns. One of them is “Orcs on the March” - the remastered version of the campaign from the previous part, and two other absolutely new stories in the virtual universe. In addition to developer’s created campaigns, players are able to create their own adventures in the built-in editor. The play is possible only in a single mode, and multiplayer is not available in the game."
12039,niche-a-genetics-survival-game,Niche - a genetics survival game,2016-09-15,2016,https://media.rawg.io/media/screenshots/cb0/cb0c8c4d8b91ebd7f74ec6054ab66105.jpg,3.12,,2,"PC, Xbox, Apple Macintosh, Linux, Nintendo","Strategy, Simulation, Educational, Indie","Niche - a genetics survival game is a fresh blend of turn-based strategy and simulation combined with roguelike elements. Shape your own species of cat/fox/bear/dog-like animals based on real genetics. Keep your animals alive against all odds, such as hungry predators, climate change and spreading sickness. If your species goes exstinct the game is lost and your evolution needs to start anew.Key Features:Real genetics for breeding system Over 100 genes to shape your species Procedurally generated worlds and animals 4 biomes featuring different predators, prey and flora to explore Game mechanics inspired on population geneticsGames that inspired us:Spore Don’t Starve The Creatures series Warrior CatsEducational aspects:While playing Niche, the player is introduced to the scientific mechanics of genetics (featuring dominant-recessive, co-dominant inheritance, etc). The game also features the five pillars of population genetics (genetic drift, genetic flow, mutation, natural selection, sexual selection). All knowledge is interwoven with the game-mechanics. This creates the effect of learning by playing."
